ticket_id,created_at,resolved_at,channel,agent_id,category,priority,status,subject,body,resolution_note,word_count,product,company,language,region,severity,tags,root_cause,knowledge_article,customer_satisfaction,conversation
TK-000741,2026-03-19 00:35:02,,social_media,AGT-003,shipping,medium,open,Order shipped to wrong address,"I need to change the delivery address for order #54006 before it ships. New address: 30206 Lauren Bridge, Jasonhaven, LA 44644.",,21,Cloud Dashboard,Amazon,Arabic,UAE,Major,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",,"Customer: I need to change the delivery address for order #54006 before it ships. New address: 30206 Lauren Bridge, Jasonhaven, LA 44644.
Support: Issue is under investigation."
TK-000927,2026-02-10 23:47:15,,phone_callback,AGT-006,account,medium,open,Account locked after too many login attempts,I want to close my account permanently but the delete option is greyed out in settings.,,16,Mobile App,IBM,Arabic,USA,Major,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",,"Customer: I want to close my account permanently but the delete option is greyed out in settings.
Support: Issue is under investigation."
TK-000133,2026-05-20 09:50:52,2026-05-22 20:50:52,web_form,AGT-003,general,low,resolved,General inquiry about your service,We are interested in reselling your product. Do you have a partner programme?,Sent DPA and GDPR compliance documentation. Offered to connect with our DPO.,13,Web Platform,Microsoft,Arabic,UAE,Minor,general,Customer information request,Answer customer inquiry using the official knowledge base.,5.0,"Customer: We are interested in reselling your product. Do you have a partner programme?
Support: Sent DPA and GDPR compliance documentation. Offered to connect with our DPO."
TK-000092,2026-04-16 12:35:05,2026-04-19 11:35:05,web_form,AGT-003,shipping,high,resolved,Return shipment not picked up,My order #62733 should have contained 6 items but only 4 arrived. Missing: Pre-emptive bandwidth-monitored moderator.,Tracking system glitch identified. Actual package in transit. Customer updated with real ETA.,16,Payment API,Cisco,English,UK,Major,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",5.0,"Customer: My order #62733 should have contained 6 items but only 4 arrived. Missing: Pre-emptive bandwidth-monitored moderator.
Support: Tracking system glitch identified. Actual package in transit. Customer updated with real ETA."
TK-000087,2026-05-17 02:21:12,2026-05-17 12:21:12,phone_callback,AGT-009,general,high,resolved,Is my data GDPR compliant?,We are a company in the EU. Can you confirm your data storage and processing is GDPR compliant?,Provided product overview and feature sheet. Offered to schedule a demo call.,18,Web Platform,Dell,English,Egypt,Minor,general,Customer information request,Answer customer inquiry using the official knowledge base.,3.0,"Customer: We are a company in the EU. Can you confirm your data storage and processing is GDPR compliant?
Support: Provided product overview and feature sheet. Offered to schedule a demo call."
TK-000919,2026-02-21 11:13:39,2026-02-23 13:13:39,chat,AGT-004,shipping,low,resolved,Tracking number not updating,My order #60887 was supposed to arrive 16 days ago but I still haven't received it. Tracking: TK-365477.,Tracking system glitch identified. Actual package in transit. Customer updated with real ETA.,18,Cloud Dashboard,IBM,Arabic,UK,Critical,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",5.0,"Customer: My order #60887 was supposed to arrive 16 days ago but I still haven't received it. Tracking: TK-365477.
Support: Tracking system glitch identified. Actual package in transit. Customer updated with real ETA."
TK-000079,2026-03-10 09:42:42,2026-03-12 14:42:42,email,AGT-017,technical,medium,resolved,File upload fails for files over 25MB,"Since the v3.4.2 update, our Shopify integration no longer syncs data. Last successful sync: 2026-05-25.",Integration token expired silently after update. Guided customer to re-authenticate. Sync restored.,15,CRM System,Dell,Arabic,USA,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",3.0,"Customer: Since the v3.4.2 update, our Shopify integration no longer syncs data. Last successful sync: 2026-05-25.
Support: Integration token expired silently after update. Guided customer to re-authenticate. Sync restored."
TK-000277,2026-01-27 06:28:19,2026-01-30 03:28:19,web_form,AGT-004,billing,medium,closed,Cannot access invoice #68278,I requested a refund 3 days ago (ticket ref TK-153030) but have not received it yet. Please expedite.,Confirmed duplicate charge. Refund of $344.19 initiated and will reflect in 3–5 business days.,18,Mobile App,Intel,English,USA,Major,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",5.0,"Customer: I requested a refund 3 days ago (ticket ref TK-153030) but have not received it yet. Please expedite.
Support: Confirmed duplicate charge. Refund of $344.19 initiated and will reflect in 3–5 business days."
TK-000774,2026-01-16 11:31:11,2026-01-17 14:31:11,chat,AGT-008,shipping,high,resolved,Received wrong item in my order,My package arrived with significant damage. Contents are broken. Order #86503. Photos attached.,Missing item located in warehouse. Shipped separately with tracking. Customer confirmed receipt.,13,Mobile App,Intel,English,UK,Critical,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",5.0,"Customer: My package arrived with significant damage. Contents are broken. Order #86503. Photos attached.
Support: Missing item located in warehouse. Shipped separately with tracking. Customer confirmed receipt."
TK-000683,2026-06-20 23:43:36,2026-06-21 21:43:36,social_media,AGT-014,billing,medium,resolved,Billing address update not reflected,I cancelled my subscription on 2026-05-20 but was still charged $20.5 for the next cycle.,Updated invoice to reflect correct pricing. Sent amended invoice to customer.,15,Mobile App,Microsoft,English,Germany,Minor,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",5.0,"Customer: I cancelled my subscription on 2026-05-20 but was still charged $20.5 for the next cycle.
Support: Updated invoice to reflect correct pricing. Sent amended invoice to customer."
TK-000586,2026-04-29 01:17:48,2026-04-30 09:17:48,email,AGT-014,technical,high,closed,Data export feature not working,I get a 500 Internal Server Error when trying to log in. This started 19 days ago. Browser: Chrome 124.,Identified a bug in v4.8.10 causing crashes on macOS 14. Hotfix deployed. Customer asked to update.,20,Mobile App,IBM,Arabic,Germany,Major,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",5.0,"Customer: I get a 500 Internal Server Error when trying to log in. This started 19 days ago. Browser: Chrome 124.
Support: Identified a bug in v4.8.10 causing crashes on macOS 14. Hotfix deployed. Customer asked to update."
TK-000275,2026-01-11 22:39:13,,chat,AGT-008,billing,medium,open,Double billing issue,I cancelled my subscription on 2026-05-05 but was still charged $201.42 for the next cycle.,,15,Payment API,Amazon,English,Germany,Major,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",,"Customer: I cancelled my subscription on 2026-05-05 but was still charged $201.42 for the next cycle.
Support: Issue is under investigation."
TK-000760,2026-01-18 22:44:55,2026-01-21 14:44:55,chat,AGT-013,technical,high,closed,File upload fails for files over 88MB,Our API key is hitting rate limits even though we are well within the documented quota. Account ID: 3673.,Integration token expired silently after update. Guided customer to re-authenticate. Sync restored.,19,Payment API,Microsoft,English,Saudi Arabia,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",4.0,"Customer: Our API key is hitting rate limits even though we are well within the documented quota. Account ID: 3673.
Support: Integration token expired silently after update. Guided customer to re-authenticate. Sync restored."
TK-000711,2026-02-08 01:01:39,2026-02-10 18:01:39,web_form,AGT-006,shipping,high,closed,Tracking number not updating,"I need to change the delivery address for order #45006 before it ships. New address: 3457 Andrew Cove, Huntchester, MI 42929.",Tracking system glitch identified. Actual package in transit. Customer updated with real ETA.,21,Web Platform,Intel,Arabic,Saudi Arabia,Minor,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",5.0,"Customer: I need to change the delivery address for order #45006 before it ships. New address: 3457 Andrew Cove, Huntchester, MI 42929.
Support: Tracking system glitch identified. Actual package in transit. Customer updated with real ETA."
TK-000208,2026-01-24 23:59:37,2026-01-26 04:59:37,social_media,AGT-011,billing,medium,resolved,Tax exemption certificate not processed,I cancelled my subscription on 2026-06-08 but was still charged $55.14 for the next cycle.,Located the refund request. Escalated to finance team. ETA updated and customer informed.,15,Desktop Client,Oracle,English,Saudi Arabia,Major,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",5.0,"Customer: I cancelled my subscription on 2026-06-08 but was still charged $55.14 for the next cycle.
Support: Located the refund request. Escalated to finance team. ETA updated and customer informed."
TK-000878,2026-02-04 21:39:20,2026-02-07 13:39:20,social_media,AGT-012,general,low,resolved,Accessibility features available?,"Can you share a case study for a company similar to ours, or arrange a product demo?",Scheduled 30-minute demo. Sent relevant case study PDF post-call.,17,Web Platform,Oracle,Arabic,UK,Critical,general,Customer information request,Answer customer inquiry using the official knowledge base.,4.0,"Customer: Can you share a case study for a company similar to ours, or arrange a product demo?
Support: Scheduled 30-minute demo. Sent relevant case study PDF post-call."
TK-000571,2026-06-24 06:30:06,,web_form,AGT-017,shipping,medium,escalated,Missing item from multi-item order,My package arrived with significant damage. Contents are broken. Order #81643. Photos attached.,,13,Mobile App,Dell,Arabic,UAE,Major,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",,"Customer: My package arrived with significant damage. Contents are broken. Order #81643. Photos attached.
Support: Issue is under investigation."
TK-000674,2026-04-13 13:41:00,,web_form,AGT-009,technical,high,escalated,Application crashes on startup,The dashboard takes over 30 seconds to load. This is affecting our team's productivity.,,14,CRM System,Cisco,English,Egypt,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",,"Customer: The dashboard takes over 30 seconds to load. This is affecting our team's productivity.
Support: Issue is under investigation."
TK-000170,2026-04-02 03:20:45,,email,AGT-007,billing,medium,open,Incorrect charge on my invoice,I updated my billing address last week but my latest invoice still shows the old address.,,16,Cloud Dashboard,Amazon,English,Germany,Minor,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",,"Customer: I updated my billing address last week but my latest invoice still shows the old address.
Support: Issue is under investigation."
TK-000028,2026-03-09 21:45:49,,chat,AGT-006,billing,high,in_progress,Unexpected subscription renewal charge,My account shows two identical charges of $248.46 on the same date. I need a refund for the duplicate.,,19,Payment API,Cisco,English,USA,Minor,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",,"Customer: My account shows two identical charges of $248.46 on the same date. I need a refund for the duplicate.
Support: Issue is under investigation."
TK-000084,2026-02-21 01:54:10,2026-02-22 08:54:10,social_media,AGT-009,general,medium,resolved,Is my data GDPR compliant?,What are your customer support hours and response time commitments?,Scheduled 30-minute demo. Sent relevant case study PDF post-call.,10,Cloud Dashboard,Oracle,English,UK,Critical,general,Customer information request,Answer customer inquiry using the official knowledge base.,5.0,"Customer: What are your customer support hours and response time commitments?
Support: Scheduled 30-minute demo. Sent relevant case study PDF post-call."
TK-000126,2026-06-14 05:08:32,,email,AGT-007,technical,high,open,API rate limit exceeded unexpectedly,"Since the v3.2.3 update, our Zapier integration no longer syncs data. Last successful sync: 2026-05-16.",,15,Cloud Dashboard,Dell,Arabic,Egypt,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",,"Customer: Since the v3.2.3 update, our Zapier integration no longer syncs data. Last successful sync: 2026-05-16.
Support: Issue is under investigation."
TK-000011,2026-05-03 12:34:21,2026-05-04 00:34:21,email,AGT-010,technical,high,resolved,Integration with Slack broken after update,The dashboard takes over 32 seconds to load. This is affecting our team's productivity.,Identified slow query in dashboard aggregation. Added index. Load time reduced to under 2s.,14,Mobile App,Google,English,UAE,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",5.0,"Customer: The dashboard takes over 32 seconds to load. This is affecting our team's productivity.
Support: Identified slow query in dashboard aggregation. Added index. Load time reduced to under 2s."
TK-000090,2026-02-01 09:51:38,,web_form,AGT-003,billing,medium,open,Incorrect charge on my invoice,I was charged $404.17 on 2026-06-14 but this does not match my plan. My account email is roberto75@example.com. Please review and correct.,,22,Cloud Dashboard,Oracle,English,Egypt,Major,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",,"Customer: I was charged $404.17 on 2026-06-14 but this does not match my plan. My account email is roberto75@example.com. Please review and correct.
Support: Issue is under investigation."
TK-000333,2026-01-29 06:20:56,2026-01-29 15:20:56,web_form,AGT-005,product,low,resolved,Product documentation is unclear for SSO login,I can't figure out how to use API webhooks. The documentation doesn't explain the steps clearly.,Confirmed dark mode is on the mobile roadmap for Q3. Customer added to beta list.,16,Cloud Dashboard,Oracle,English,UK,Minor,product,Missing documentation,Provide product documentation and user guide.,3.0,"Customer: I can't figure out how to use API webhooks. The documentation doesn't explain the steps clearly.
Support: Confirmed dark mode is on the mobile roadmap for Q3. Customer added to beta list."
TK-000178,2026-06-11 23:09:09,,phone_callback,AGT-006,account,medium,in_progress,Cannot delete my account,I uploaded a new profile photo but the old one keeps showing even after clearing cache.,,16,Cloud Dashboard,Intel,English,USA,Critical,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",,"Customer: I uploaded a new profile photo but the old one keeps showing even after clearing cache.
Support: Issue is under investigation."
TK-000209,2026-02-22 04:34:13,2026-02-23 21:34:13,phone_callback,AGT-007,technical,high,closed,Data export feature not working,"Since the v2.6.8 update, our Slack integration no longer syncs data. Last successful sync: 2026-05-08.",Fixed CSV export encoding issue in backend. Customer re-ran export successfully.,15,Desktop Client,Google,English,USA,Major,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",4.0,"Customer: Since the v2.6.8 update, our Slack integration no longer syncs data. Last successful sync: 2026-05-08.
Support: Fixed CSV export encoding issue in backend. Customer re-ran export successfully."
TK-000280,2026-02-14 21:51:55,,social_media,AGT-006,shipping,high,in_progress,Missing item from multi-item order,My order #82741 should have contained 6 items but only 4 arrived. Missing: Front-line uniform access.,,16,Web Platform,Microsoft,English,UAE,Major,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",,"Customer: My order #82741 should have contained 6 items but only 4 arrived. Missing: Front-line uniform access.
Support: Issue is under investigation."
TK-000254,2026-05-25 12:24:31,2026-05-26 12:24:31,email,AGT-006,account,high,resolved,Profile photo not updating,I uploaded a new profile photo but the old one keeps showing even after clearing cache.,Account deletion restriction due to active subscription. Customer cancelled subscription; account deleted.,16,Mobile App,Microsoft,Arabic,Germany,Minor,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",4.0,"Customer: I uploaded a new profile photo but the old one keeps showing even after clearing cache.
Support: Account deletion restriction due to active subscription. Customer cancelled subscription; account deleted."
TK-000935,2026-05-25 00:42:20,,email,AGT-011,account,high,escalated,Team member invite not received,My account xschneider@example.net is locked after failed login attempts. I am the legitimate owner. Please unlock.,,16,Web Platform,Google,Arabic,USA,Minor,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",,"Customer: My account xschneider@example.net is locked after failed login attempts. I am the legitimate owner. Please unlock.
Support: Issue is under investigation."
TK-000980,2026-01-31 02:32:09,2026-01-31 16:32:09,chat,AGT-015,account,medium,resolved,Account locked after too many login attempts,My account brenda40@example.net is locked after failed login attempts. I am the legitimate owner. Please unlock.,Accounts merged successfully. Data audit performed. Customer notified.,16,Payment API,Amazon,English,Germany,Minor,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",3.0,"Customer: My account brenda40@example.net is locked after failed login attempts. I am the legitimate owner. Please unlock.
Support: Accounts merged successfully. Data audit performed. Customer notified."
TK-000323,2026-02-10 11:11:20,,phone_callback,AGT-003,product,low,in_progress,Compatibility question about Slack,I can access API webhooks on the web but it doesn't seem to exist in the mobile app. Any plans to add it?,,23,Payment API,Dell,English,Saudi Arabia,Critical,product,Missing documentation,Provide product documentation and user guide.,,"Customer: I can access API webhooks on the web but it doesn't seem to exist in the mobile app. Any plans to add it?
Support: Issue is under investigation."
TK-000168,2026-04-27 08:16:40,2026-04-28 21:16:40,email,AGT-004,shipping,low,closed,Received wrong item in my order,"I need to change the delivery address for order #78863 before it ships. New address: 32894 Greer Forges Apt. 891, Richardview, CO 90215.",Address updated in system before dispatch. Customer confirmed new address is correct.,23,CRM System,Google,Arabic,UK,Minor,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",3.0,"Customer: I need to change the delivery address for order #78863 before it ships. New address: 32894 Greer Forges Apt. 891, Richardview, CO 90215.
Support: Address updated in system before dispatch. Customer confirmed new address is correct."
TK-000561,2026-04-17 06:42:57,2026-04-17 07:42:57,chat,AGT-019,account,low,resolved,Request to merge two accounts,I need to change my account email from cooperdustin@example.org to a new address. Please advise the process.,Sent email change verification link. Customer confirmed update completed.,17,Cloud Dashboard,Dell,Arabic,Germany,Minor,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",5.0,"Customer: I need to change my account email from cooperdustin@example.org to a new address. Please advise the process.
Support: Sent email change verification link. Customer confirmed update completed."
TK-000799,2026-01-31 15:32:50,,social_media,AGT-015,account,medium,escalated,Profile photo not updating,I am leaving the company. Need to transfer account ownership to johnmiller@example.net.,,12,Desktop Client,Amazon,English,UK,Critical,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",,"Customer: I am leaving the company. Need to transfer account ownership to johnmiller@example.net.
Support: Issue is under investigation."
TK-000309,2026-02-02 05:04:40,,email,AGT-017,product,high,escalated,Suggestion to improve custom reports,It would be great if you could add audit logs to the product. This would save our team a lot of time.,,22,CRM System,Oracle,English,Egypt,Critical,product,Missing documentation,Provide product documentation and user guide.,,"Customer: It would be great if you could add audit logs to the product. This would save our team a lot of time.
Support: Issue is under investigation."
TK-000506,2026-03-20 12:19:23,2026-03-20 16:19:23,email,AGT-011,shipping,high,resolved,Received wrong item in my order,My order #46808 was supposed to arrive 6 days ago but I still haven't received it. Tracking: TK-699754.,Rescheduled pickup with courier. Customer confirmed pickup completed.,18,CRM System,Dell,English,USA,Critical,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",4.0,"Customer: My order #46808 was supposed to arrive 6 days ago but I still haven't received it. Tracking: TK-699754.
Support: Rescheduled pickup with courier. Customer confirmed pickup completed."
TK-000535,2026-05-09 19:26:48,2026-05-12 02:26:48,social_media,AGT-017,shipping,high,resolved,Missing item from multi-item order,I received a completely wrong item. I ordered Open-source exuding knowledge user but received something else entirely. Order #37951.,Address updated in system before dispatch. Customer confirmed new address is correct.,19,Web Platform,Oracle,English,USA,Critical,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",5.0,"Customer: I received a completely wrong item. I ordered Open-source exuding knowledge user but received something else entirely. Order #37951.
Support: Address updated in system before dispatch. Customer confirmed new address is correct."
TK-000441,2026-05-31 08:02:02,2026-05-31 23:02:02,email,AGT-011,shipping,high,closed,Missing item from multi-item order,The tracking for order #35867 has been stuck on 'At Customs' for 26 days with no updates.,Damage claim filed with carrier. Replacement order created and shipped. Photo evidence retained.,17,Mobile App,Intel,English,UK,Minor,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",4.0,"Customer: The tracking for order #35867 has been stuck on 'At Customs' for 26 days with no updates.
Support: Damage claim filed with carrier. Replacement order created and shipped. Photo evidence retained."
TK-000121,2026-01-08 15:22:21,2026-01-09 09:22:21,social_media,AGT-009,product,medium,resolved,Difference between Starter and Teams plans,The bulk export works but could be much better if you added keyboard shortcuts.,Docs team notified. Updated documentation sent directly to customer.,14,Payment API,Cisco,English,USA,Major,product,Missing documentation,Provide product documentation and user guide.,4.0,"Customer: The bulk export works but could be much better if you added keyboard shortcuts.
Support: Docs team notified. Updated documentation sent directly to customer."
TK-000507,2026-01-27 08:42:06,,chat,AGT-005,billing,low,in_progress,Incorrect charge on my invoice,I was charged $201.94 on 2026-06-21 but this does not match my plan. My account email is jameshull@example.net. Please review and correct.,,22,Desktop Client,Google,Arabic,Egypt,Minor,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",,"Customer: I was charged $201.94 on 2026-06-21 but this does not match my plan. My account email is jameshull@example.net. Please review and correct.
Support: Issue is under investigation."
TK-000073,2026-06-23 05:50:56,,social_media,AGT-004,general,low,escalated,Looking for a partner/reseller program,I came across your service online and want to know more about what you offer before signing up.,,18,Desktop Client,Oracle,English,UAE,Critical,general,Customer information request,Answer customer inquiry using the official knowledge base.,,"Customer: I came across your service online and want to know more about what you offer before signing up.
Support: Issue is under investigation."
TK-000319,2026-01-23 07:51:12,,web_form,AGT-012,billing,medium,escalated,Cannot access invoice #55635,My account shows two identical charges of $135.3 on the same date. I need a refund for the duplicate.,,19,Mobile App,Dell,Arabic,Egypt,Minor,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",,"Customer: My account shows two identical charges of $135.3 on the same date. I need a refund for the duplicate.
Support: Issue is under investigation."
TK-000802,2026-06-22 22:32:27,2026-06-23 09:32:27,email,AGT-019,technical,high,closed,Dashboard loading very slowly,I get a 500 Internal Server Error when trying to log in. This started 16 days ago. Browser: Chrome 124.,Identified slow query in dashboard aggregation. Added index. Load time reduced to under 2s.,20,Desktop Client,Cisco,Arabic,Egypt,Minor,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",4.0,"Customer: I get a 500 Internal Server Error when trying to log in. This started 16 days ago. Browser: Chrome 124.
Support: Identified slow query in dashboard aggregation. Added index. Load time reduced to under 2s."
TK-000381,2026-05-05 08:41:54,2026-05-06 19:41:54,email,AGT-001,shipping,high,closed,Request to change delivery address,My package arrived with significant damage. Contents are broken. Order #59365. Photos attached.,Rescheduled pickup with courier. Customer confirmed pickup completed.,13,CRM System,Cisco,Arabic,USA,Critical,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",5.0,"Customer: My package arrived with significant damage. Contents are broken. Order #59365. Photos attached.
Support: Rescheduled pickup with courier. Customer confirmed pickup completed."
TK-000602,2026-01-12 19:02:55,2026-01-13 20:02:55,web_form,AGT-007,product,low,resolved,Looking for a tutorial on mobile notifications,It would be great if you could add dark mode to the product. This would save our team a lot of time.,Docs team notified. Updated documentation sent directly to customer.,22,CRM System,IBM,Arabic,UAE,Critical,product,Missing documentation,Provide product documentation and user guide.,4.0,"Customer: It would be great if you could add dark mode to the product. This would save our team a lot of time.
Support: Docs team notified. Updated documentation sent directly to customer."
TK-000378,2026-03-08 20:41:53,,chat,AGT-003,technical,high,in_progress,Integration with Salesforce broken after update,OTP for 2FA is not arriving via SMS or email. Tested with multiple numbers. Account: morgan86@example.com.,,16,Payment API,Intel,English,Germany,Major,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",,"Customer: OTP for 2FA is not arriving via SMS or email. Tested with multiple numbers. Account: morgan86@example.com.
Support: Issue is under investigation."
TK-000862,2026-05-11 13:31:15,2026-05-12 14:31:15,phone_callback,AGT-017,account,medium,closed,Need to update email address on file,I sent a team invite to laurie65@example.com 6 days ago but they say they never received it.,Found invite in spam filter configuration list. Whitelisted domain. Resent invite successfully.,17,Desktop Client,Cisco,Arabic,Egypt,Major,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",3.0,"Customer: I sent a team invite to laurie65@example.com 6 days ago but they say they never received it.
Support: Found invite in spam filter configuration list. Whitelisted domain. Resent invite successfully."
TK-000415,2026-04-16 11:20:32,2026-04-18 04:20:32,web_form,AGT-003,technical,high,resolved,Integration with Slack broken after update,"Since the v3.8.12 update, our Shopify integration no longer syncs data. Last successful sync: 2026-05-15.",Fixed CSV export encoding issue in backend. Customer re-ran export successfully.,15,Cloud Dashboard,Oracle,Arabic,Germany,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",3.0,"Customer: Since the v3.8.12 update, our Shopify integration no longer syncs data. Last successful sync: 2026-05-15.
Support: Fixed CSV export encoding issue in backend. Customer re-ran export successfully."
TK-000097,2026-01-10 11:39:49,,phone_callback,AGT-010,general,low,in_progress,Request for enterprise pricing,I came across your service online and want to know more about what you offer before signing up.,,18,CRM System,Google,English,Egypt,Critical,general,Customer information request,Answer customer inquiry using the official knowledge base.,,"Customer: I came across your service online and want to know more about what you offer before signing up.
Support: Issue is under investigation."
TK-000117,2026-03-04 00:40:15,2026-03-06 19:40:15,web_form,AGT-004,technical,high,closed,File upload fails for files over 35MB,The dashboard takes over 40 seconds to load. This is affecting our team's productivity.,Identified slow query in dashboard aggregation. Added index. Load time reduced to under 2s.,14,Cloud Dashboard,Amazon,Arabic,Egypt,Minor,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",5.0,"Customer: The dashboard takes over 40 seconds to load. This is affecting our team's productivity.
Support: Identified slow query in dashboard aggregation. Added index. Load time reduced to under 2s."
TK-000931,2026-05-20 12:25:08,2026-05-21 17:25:08,phone_callback,AGT-020,technical,high,closed,Two-factor authentication not sending OTP,The app crashes every time I open it since the update on 2026-06-08. I am on macOS 14 version 4.4.8. Error log: ERR-jsVJ-7078.,Identified a bug in v1.0.5 causing crashes on Windows 11. Hotfix deployed. Customer asked to update.,23,Cloud Dashboard,Google,Arabic,USA,Minor,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",3.0,"Customer: The app crashes every time I open it since the update on 2026-06-08. I am on macOS 14 version 4.4.8. Error log: ERR-jsVJ-7078.
Support: Identified a bug in v1.0.5 causing crashes on Windows 11. Hotfix deployed. Customer asked to update."
TK-000939,2026-06-01 04:22:24,2026-06-02 03:22:24,chat,AGT-011,product,low,resolved,Product documentation is unclear for mobile notifications,It would be great if you could add SSO login to the product. This would save our team a lot of time.,Confirmed compatibility. Shared integration guide and API credentials needed.,22,Cloud Dashboard,Cisco,Arabic,Germany,Critical,product,Missing documentation,Provide product documentation and user guide.,4.0,"Customer: It would be great if you could add SSO login to the product. This would save our team a lot of time.
Support: Confirmed compatibility. Shared integration guide and API credentials needed."
TK-000070,2026-03-14 14:47:57,2026-03-17 13:47:57,chat,AGT-012,technical,high,resolved,Two-factor authentication not sending OTP,Trying to export data as CSV returns a blank file. Happens for date ranges over 9 days.,Integration token expired silently after update. Guided customer to re-authenticate. Sync restored.,17,Desktop Client,IBM,Arabic,Germany,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",4.0,"Customer: Trying to export data as CSV returns a blank file. Happens for date ranges over 9 days.
Support: Integration token expired silently after update. Guided customer to re-authenticate. Sync restored."
TK-000407,2026-02-06 06:13:47,2026-02-07 02:13:47,chat,AGT-005,billing,medium,resolved,Billing address update not reflected,I updated my billing address last week but my latest invoice still shows the old address.,Updated invoice to reflect correct pricing. Sent amended invoice to customer.,16,Desktop Client,Oracle,English,Saudi Arabia,Critical,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",4.0,"Customer: I updated my billing address last week but my latest invoice still shows the old address.
Support: Updated invoice to reflect correct pricing. Sent amended invoice to customer."
TK-000243,2026-05-01 23:17:44,,phone_callback,AGT-017,account,medium,escalated,Account locked after too many login attempts,The password reset email is not arriving at julie34@example.org. I have checked spam. Please help me reset manually.,,18,CRM System,Google,English,UK,Minor,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",,"Customer: The password reset email is not arriving at julie34@example.org. I have checked spam. Please help me reset manually.
Support: Issue is under investigation."
TK-000882,2026-03-26 01:41:02,2026-03-28 21:41:02,phone_callback,AGT-001,technical,high,closed,API rate limit exceeded unexpectedly,Uploads above 85MB fail with a timeout error. We regularly upload large datasets.,Identified slow query in dashboard aggregation. Added index. Load time reduced to under 2s.,13,CRM System,Intel,English,USA,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",3.0,"Customer: Uploads above 85MB fail with a timeout error. We regularly upload large datasets.
Support: Identified slow query in dashboard aggregation. Added index. Load time reduced to under 2s."
